id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
CP1000ESM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Spain,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:13-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000EU272020M086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for European Union (27 countries from 2020),1999-12-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:13-05:00,1,"The Harmonized Index of Consumer Prices category Education (10) is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source here (https://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm).  Copyright, European Union, 1995-2016 (https://ec.europa.eu/info/legal-notice_en#copyright)."
CP1000EU27M086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for European Union (27 countries) (DISCONTINUED),1996-01-01,2015-12-01,Monthly,M,Index 2005=100,Index 2005=100,Not Seasonally Adjusted,NSA,2016-01-22 17:21:27-06:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000EU28M086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for European Union (28 countries),1999-12-01,2020-01-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2020-02-21 07:13:40-06:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000EUCCM086NEST,2024-09-18,2024-09-18,"Harmonized Index of Consumer Prices: Education for European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:13-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000EZ17M086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Euro area (17 countries) (DISCONTINUED),1996-01-01,2015-12-01,Monthly,M,Index 2005=100,Index 2005=100,Not Seasonally Adjusted,NSA,2016-01-22 17:21:26-06:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000EZ18M086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Euro Area (18 countries),1996-01-01,2022-11-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2022-12-16 07:11:59-06:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1).  The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000EZ19M086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Euro area (19 countries),1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:07:07-05:00,2,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1).  The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000EZCCM086NEST,2024-09-18,2024-09-18,"Harmonized Index of Consumer Prices: Education for Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:13-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000FIM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Finland,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:13-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000FRM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for France,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:13-05:00,2,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000GBM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for United Kingdom,1996-01-01,2020-11-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2020-12-17 07:17:37-06:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000GRM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Greece,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:13:55-05:00,0,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000HRM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Croatia,1998-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:13-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000HUM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Hungary,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:12-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000IEM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Ireland,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:12-05:00,2,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000ISM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Iceland,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:12-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000ITM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Italy,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:12-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
CP1000LTM086NEST,2024-09-18,2024-09-18,Harmonized Index of Consumer Prices: Education for Lithuania,1996-01-01,2024-07-01,Monthly,M,Index 2015=100,Index 2015=100,Not Seasonally Adjusted,NSA,2024-08-20 07:10:12-05:00,1,"The Harmonized Index of Consumer Prices category ""Education (10)"" is a classification of services that includes educational services; education by radio or television broadcasting; literacy programs for students too old for primary school; out-of-school secondary education for adults and young people; out-of-school post-secondary non-tertiary education for adults and young people; and educational programs, generally for adults, which do not require any special prior instruction, in particular vocational training and cultural development.  Education (10) excludes expenditures on educational materials, such as books (09.5.1) and stationery (09.5.4), or education support services, such as health care services (06), transport services (07.3), catering services (11.1.2), accommodation services (11.2.0), driving lessons (07.2.4), and recreational training courses such as sport or bridge lessons given by independent teachers (09.4.1). The breakdown of educational services is based upon the level categories of the 1997 International Standard Classification of Education (ISCED-97) of the United Nations Educational, Scientific and Cultural Organization (UNESCO).  This covers COICOP groups 10.1/2/3/4. Levels 0 and 1 of ISCED-97 are pre-primary and primary education. Levels 2 and 3 of ISCED-97 are lower-secondary and upper-secondary education. Level 4 of ISCED-97 are post-secondary non-tertiary education. Levels 5 and 6 of ISCED-97 are first stage and second stage of tertiary education.  Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.  Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright."
