id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
NDR12MCD,2024-09-18,2024-09-18,National Deposit Rates: 12-Month CD,2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:02-05:00,52,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
NDR1MCD,2024-09-18,2024-09-18,National Deposit Rates: 1-Month CD,2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:07-05:00,8,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
NDR24MCD,2024-09-18,2024-09-18,National Deposit Rates: 24-Month CD,2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:06-05:00,8,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
NDR36MCD,2024-09-18,2024-09-18,National Deposit Rates: 36-Month CD,2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:07-05:00,5,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
NDR3MCD,2024-09-18,2024-09-18,National Deposit Rates: 3-Month CD,2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:06-05:00,15,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
NDR48MCD,2024-09-18,2024-09-18,National Deposit Rates: 48-Month CD,2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:09-05:00,5,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
NDR60MCD,2024-09-18,2024-09-18,National Deposit Rates: 60-Month CD,2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:03-05:00,24,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
NDR6MCD,2024-09-18,2024-09-18,National Deposit Rates: 6-Month CD,2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:06-05:00,16,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
NDRRCA12MCD,2024-09-18,2024-09-18,"National Deposit Rates, Rate Cap Adjusted: 12-Month CD",2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:10-05:00,3,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
NDRRCA1MCD,2024-09-18,2024-09-18,"National Deposit Rates, Rate Cap Adjusted: 1-Month CD",2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:09-05:00,2,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
NDRRCA24MCD,2024-09-18,2024-09-18,"National Deposit Rates, Rate Cap Adjusted: 24-Month CD",2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:09-05:00,1,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
NDRRCA36MCD,2024-09-18,2024-09-18,"National Deposit Rates, Rate Cap Adjusted: 36-Month CD",2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:10-05:00,1,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
NDRRCA60MCD,2024-09-18,2024-09-18,"National Deposit Rates, Rate Cap Adjusted: 60-Month CD",2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:11-05:00,2,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
NDRRCA6MCD,2024-09-18,2024-09-18,"National Deposit Rates, Rate Cap Adjusted: 6-Month CD",2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:11-05:00,1,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
NDRRCACD,2024-09-18,2024-09-18,"National Deposit Rates, Rate Cap Adjusted: 3-Month CD",2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:11-05:00,1,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
NDRRCP48MCD,2024-09-18,2024-09-18,"National Deposit Rates, Rate Cap Adjusted: 48-Month CD",2021-04-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-09-16 13:01:07-05:00,2,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.  The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.  A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.  In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
